review_id,rating,review_text,date,app_id
cefc58d0-c382-460e-98c1-54f5efd50408,1,worst experience. whenever I try to link my bank account every time app crashed.,2026-02-05 01:10:27,in.amazon.mShop.android.shopping
b3f34aa9-ab92-4688-82ed-f995004fcbe9,1,good app,2026-02-05 01:01:08,in.amazon.mShop.android.shopping
d0104132-34a8-4d6d-a02d-8e56d2d1e0bd,1,not working,2026-02-05 00:15:00,in.amazon.mShop.android.shopping
ac052f7b-04be-4256-a955-ec84db8863e4,1,😡😡😡😡😡😡😡😡😡😡😡😡amezon wale ek to totally wrong product bhej te hai or refund dene me bhi 10-12 din laga te hai....😡😡😡😡. un logo ki mistake hone per bhi hame refund lene ke liye 10-12 din wait karna padta hai....,2026-02-04 23:56:59,in.amazon.mShop.android.shopping
06f391ea-8823-4161-be1a-2a5ab447dbf3,1,I order an item and they said one week and it's been 3 weeks I can't even register a complaint or an action their app interface is very difficult use and this is the worst experience i ever experienced in an online shopping platform very disappointing 😞 😔,2026-02-04 22:56:57,in.amazon.mShop.android.shopping
22ca2c3a-aa0e-4404-878b-df9d624d195e,1,nice all product,2026-02-04 22:45:01,in.amazon.mShop.android.shopping
a0a104e6-7fa2-4603-bf54-5de31d3c656f,1,very bad seller,2026-02-04 22:40:47,in.amazon.mShop.android.shopping
1ef5e84a-6ff9-4cf4-9c5e-76076695b8e2,1,"this hi not good amazon for tha let deliver In this amazon company,",2026-02-04 22:26:08,in.amazon.mShop.android.shopping
02564f9d-e56e-4af0-8149-a5514d9971c8,1,"price wise fraud company, for one week they will show 900+ after one month suddenly it will show as 500₹. if we review negative about this, these people will not publish. and they will reject by saying policy violation.",2026-02-04 22:04:50,in.amazon.mShop.android.shopping
e494d000-9e06-4596-8296-fbbf1469239f,1,"bad service experience I booked an order and it was not delivered to me, but the status shows that it was delivered, and this has happened to me twice.",2026-02-04 22:01:07,in.amazon.mShop.android.shopping
7108f4a4-51ad-4b17-b5e8-9bc8acae5808,1,Really horrible exp. Every time I open the camera for a return process or even move the app in the background the app re-started. Really horrible memory management,2026-02-04 21:48:57,in.amazon.mShop.android.shopping
f2ec7d2f-10fa-4275-a939-f08a7bb9778f,1,customer service is too bad. delivery agent doesn't give response. I will never buy anything from Now,2026-02-04 21:38:02,in.amazon.mShop.android.shopping
cb9183b6-c698-4c56-8836-cf77a16579c3,1,worst experience 4 time they have sheduled and canceled my delivery and rescheduling with out delivery attempts pathetic,2026-02-04 21:36:52,in.amazon.mShop.android.shopping
916216c4-025c-4882-bfc0-4e795e47d2ae,1,"Horrible experience. I had ordered medicines and oil for which i prepaid the order . But ,they keep delaying the delivery, everyday they send me messages that parcel is out for delivery but never delivers. I have complained 4 times in the customer care but they don't respond . Everyday they say that the issue will be resolved but nothing happens . Neither they deliver nor they refund. Please beware before shopping from Amazon. Frauds like these frequently happen while shopping from Amazon",2026-02-04 21:29:55,in.amazon.mShop.android.shopping
5fa4ab3a-413c-4166-af61-1b7bfafb8fec,1,ok,2026-02-04 21:26:13,in.amazon.mShop.android.shopping
5f646d1e-9f69-4898-8f85-55576ac5b71f,1,"They are a fraud, sent a damaged product then with 10 days return & exchange option, but the delivery agent didn't Mark as delivered till now, I received damaged product by 8:20 approx it's 9:19 now but delivery agent didn't Mark as delivered I called him several times but he gave excuses till now. & no customer support from Amazon side, fake, fraud site to purchase anything now, they broke years of trust now.",2026-02-04 21:20:35,in.amazon.mShop.android.shopping
ccde6ef2-d220-43bc-a541-47f0a1e8c632,1,very Bad behaviour delivery boy,2026-02-04 21:18:17,in.amazon.mShop.android.shopping
38e03439-fe75-442c-a503-66a7ab8c2366,1,"Amazon is cheating its customers.I was given tiles instead of a mobile phone, and the company has not yet processed my return.Its service is very useless.",2026-02-04 21:03:26,in.amazon.mShop.android.shopping
8efb26e9-619a-48c5-a171-f50f1ed3ccae,1,not useful,2026-02-04 20:57:04,in.amazon.mShop.android.shopping
ba60d57e-5b1c-4c04-9da1-a4ab60d94175,1,"what update you have done to mobile with big screens , buttons overlapped and difficult to click. had to open laptop for simple return process.",2026-02-04 20:37:54,in.amazon.mShop.android.shopping
fb8d7056-0535-485f-b024-0732e14fe4e8,1,don't buy anything from this app because few one week before I just ordered one clutch GT 650 gaming mouse RGB lighted they just I got received wrong material totally wrong and different marks and then I have given request to refund so after one week I didn't get my refund so I call three times to Amazon service customer care so then after they are just cut the call after my listening appeal and they just saying again and again that we cannot give your refund because we got wrong material so wha,2026-02-04 20:37:46,in.amazon.mShop.android.shopping
26aa13bc-dd1f-41c3-9393-22642332256f,1,Amazon sopping is very lose and costume help is not good,2026-02-04 20:37:01,in.amazon.mShop.android.shopping
8b55b58e-1ae0-4213-b935-ad25d33ecd98,1,my first order in issue and I have not order but showing out of delivery,2026-02-04 20:22:39,in.amazon.mShop.android.shopping
8d25a7e0-cd4a-4ce6-be74-664ac80804f4,1,"I had ordered a sunglasses for my sister's wedding. I didn't get the order in the given date,when I enquired , I asked them, they said the order was sent to seller, but in app it displayed that some error had occurred on order section.NOT TRUSTWORTHY APP.WORST APP.DONT DOWNLOAD THIS APP ,WITHOUT SEEING MY REVIEW ,OR YOU PEOPLE WILL REGRET",2026-02-04 20:18:52,in.amazon.mShop.android.shopping
377d990b-1b11-46e6-9866-2f343b88709a,1,"don't use this instead use flipkart or other platforms,they delay in delivery and even after several complaint to customer service they don't mind anything, couldn't able to contact delivery agency or agents ,so don't order anything from this.",2026-02-04 19:55:48,in.amazon.mShop.android.shopping
9e618d30-9793-4941-8808-4f9d4a054372,1,Wrong product delivered and even not refunded . After calling customer care my product review box was also deactivated . Now I am going to switch to filpkart where they provide better customer service.,2026-02-04 19:51:18,in.amazon.mShop.android.shopping
1e3c835a-245e-47a1-8a97-5eb3ee26f162,1,not good for shopping..,2026-02-04 19:42:47,in.amazon.mShop.android.shopping
9ba8d3de-1f10-4881-939f-0aba8451ca62,1,"I gave 5 stars to this app once and even a prime customer now. But, I am reducing all stars as no customer service liability and also because delivery persons intentionally missed call you for 2 sec and when you call them back they cut your call. And finally in the delivery section, message appears like delivery attempted and in reality they didn't even tried and ultimately no option after being wait of several days than to cancel ❌ the order. 3rd time same problem occurred.I quit using this app",2026-02-04 19:34:04,in.amazon.mShop.android.shopping
852201c8-dc42-4248-86e0-1519d7db4f1a,1,"customer care is unreachable, parcel not getting delivered and no refund",2026-02-04 19:30:40,in.amazon.mShop.android.shopping
198e1cf6-71a7-4459-bf80-3e80a00431b5,1,Jhandu,2026-02-04 19:05:41,in.amazon.mShop.android.shopping
d5ff09f5-cc72-4103-8934-c3f27ff29c53,1,worst shopping app does not even gives returns on items. they initiate return then cancel it themselves. stupid app and associates,2026-02-04 19:01:12,in.amazon.mShop.android.shopping
1dcdaf56-3934-47ad-b6ba-792b97233a6d,1,hi.i am from salem tamilnadu.i don't know how to complain my amazon parcel delivery.IT happened again and again with me.no one contact me I am waiting for my parcel.finaly I got this message Apologies for the inconvenience. We will attempt to deliver your package on priority.please correct this.,2026-02-04 18:54:39,in.amazon.mShop.android.shopping
